FID,Field1,FID_,Inspection,License__,Risk,Zip,Latitude,Longitude,Pass,Violation,exp,Type,year_built,str_name,d_rodent,d_14crime,d_14san_co,d_14en_com,count_insp,PassProb,FailProb,FailRank,FID_1,Inspection_1,DBA_Name,AKA_Name,License__1,Facility_T,Address,City,State,Zip_1,Latitude_1,Longitude_1,Violation_1,Risk1,Type_1,Pass1,d_13fail,d_cri14,d_sancom14
7187,7183,7182,1460099,2321063,Risk 1 (High),60707,41.923655740000001,-87.801904519999994,1,1,0,License,1956,GRAND,106.791200000000000,565.090299999999960,520.972600000000060,2158.188000000000100,1,96.67%,3.33%,7188,8306,1460099,EL RINCON DEL SABOR Y ALGO MAS CORP.,EL RINCON DEL SABOR,2321063,Restaurant,7026 W GRAND AVE,CHICAGO,IL,60707,41.923655741399998,-87.801904521400004,1,1,License,1,1257.489200000000000,565.090599999999990,376.798600000000020
7188,4457,4456,1199569,2032333,Risk 2 (Medium),60661,41.884187509999997,-87.641119669999995,1,1,1,Canvass,2000,CLINTON,525.469900000000050,799.347800000000010,698.989600000000000,1672.906099999999900,1,96.67%,3.33%,7189,2370,1199569,NIEMCZYK P & P INC.,LOOP JUICE,2032333,Restaurant,131 N CLINTON ST,CHICAGO,IL,60661,41.884187507100002,-87.641119666799995,1,1,Canvass,1,670.398299999999950,799.348200000000020,251.775600000000000
7189,5749,5748,1324925,2188927,Risk 1 (High),60612,41.871363410000001,-87.686317290000005,1,1,1,Canvass,1889,WESTERN,205.149300000000010,247.086400000000000,263.197900000000000,2972.233900000000200,1,96.68%,3.32%,7190,11384,1324925,WEST SIDE GYROS & PITA KEBOB,WESTSIDE GYROS,2188927,Restaurant,754 S WESTERN AVE,CHICAGO,IL,60612,41.871363410000001,-87.686317286299996,1,1,Canvass,1,856.043699999999940,247.086700000000010,575.656500000000050
7190,400,399,1491003,17349,Risk 2 (Medium),60641,41.953468170000001,-87.752305930000006,1,1,0,Canvass,1963,IRVING,275.924399999999990,653.890099999999960,397.184000000000030,2244.787200000000200,1,96.68%,3.32%,7191,5870,1491003,DUNKIN DONUTS,DUNKIN DONUTS-BASKIN ROBBINS,17349,Restaurant,5000 W IRVING PARK RD,CHICAGO,IL,60641,41.953468170000001,-87.752305934099994,1,1,Canvass,1,1933.828099999999900,653.890400000000000,489.508199999999990
7191,1384,1383,1418462,64171,Risk 1 (High),60657,41.946408830000003,-87.655706690000002,1,1,1,Canvass,1947,CLARK,21087.105299999999000,523.252500000000050,209.326300000000000,2246.147700000000000,1,96.68%,3.32%,7192,4805,1418462,MULLENS ON CLARK,MULLENS ON CLARK,64171,Restaurant,3527 N CLARK ST,CHICAGO,IL,60657,41.946408833600003,-87.655706690599999,1,1,Canvass,1,85.065600000000003,523.252600000000030,739.056199999999990
7192,5709,5708,1464417,2184159,Risk 1 (High),60660,41.992886450000000,-87.660503149999997,1,1,1,Canvass,1911,BROADWAY,665.167599999999990,423.271000000000020,483.801600000000010,1981.836299999999900,1,96.68%,3.32%,7193,5033,1464417,ETHIOPIAN DIAMOND RESTAURANT,ETHIOPIAN DIAMOND RESTAURANT,2184159,Restaurant,6118-6122 N BROADWAY,CHICAGO,IL,60660,41.992886448599997,-87.660503145999996,1,1,Canvass,1,605.250000000000000,423.270600000000000,531.951400000000040
7193,2427,2426,1497258,1494444,Risk 2 (Medium),60618,41.957673950000000,-87.681389449999998,1,1,1,Canvass,1902,LINCOLN,231.267799999999990,706.433400000000010,319.958300000000010,1998.144399999999900,1,96.68%,3.32%,7194,3225,1497258,RED EYES COFFEE CORP,RED EYES COFFEE,1494444,Restaurant,4164 N LINCOLN AVE,CHICAGO,IL,60618,41.957673948800000,-87.681389446799997,1,1,Canvass,1,1223.102599999999900,706.433099999999970,569.140400000000000
7194,2236,2235,1307538,1441906,Risk 1 (High),60629,41.778784240000000,-87.721575169999994,1,1,0,Canvass,1971,63RD,40.304800000000000,932.463200000000030,534.186000000000040,4295.579499999999800,1,96.68%,3.32%,7195,6329,1307538,INDIO COCINA MEXICANA,INDIO COCINA MEXICANA,1441906,Restaurant,3930 W 63RD ST,CHICAGO,IL,60629,41.778784236699998,-87.721575172000001,1,1,Canvass,1,917.196900000000030,932.463499999999950,311.817799999999980
7195,6031,6030,1491067,2232612,Risk 2 (Medium),60641,41.953100730000003,-87.764656930000001,1,1,0,Canvass,1955,IRVING,503.613299999999980,542.820600000000010,501.905800000000000,2403.658100000000100,1,96.68%,3.32%,7196,5852,1491067,PORTAGE GROUNDS COFFEE & TEA,PORTAGE GROUNDS,2232612,Restaurant,5501 W IRVING PARK RD,CHICAGO,IL,60641,41.953100729200003,-87.764656926100002,1,1,Canvass,1,611.560299999999980,542.820200000000000,788.878600000000010
7196,2714,2713,1115223,1616804,Risk 2 (Medium),60652,41.742703310000003,-87.702056429999999,1,1,0,Canvass,2005,KEDZIE,222.386599999999990,741.648299999999950,234.371500000000000,3868.290399999999900,1,96.68%,3.32%,7197,10967,1115223,SHARKS FISH & CHICKEN,SHARKS FISH & CHICKEN,1616804,Restaurant,8255 S KEDZIE AVE,CHICAGO,IL,60652,41.742703308099998,-87.702056433099997,1,1,Canvass,1,4310.271300000000300,741.647900000000050,903.612399999999980
7197,1970,1969,1401796,1272499,Risk 1 (High),60654,41.894186699999999,-87.627992019999994,1,1,1,Canvass,2002,STATE,196.470800000000000,510.858600000000020,600.803999999999970,1620.690400000000000,1,96.68%,3.32%,7198,11210,1401796,BIJAN BISTRO,BIJAN BISTRO,1272499,Restaurant,661-663 N STATE ST,CHICAGO,IL,60654,41.894186697099997,-87.627992022200004,1,1,Canvass,1,461.830100000000020,510.858400000000020,667.653599999999980
7198,315,314,1471349,12532,Risk 1 (High),60634,41.952764729999998,-87.789076879999996,1,1,0,Canvass,1967,IRVING,970.109100000000010,1295.246100000000100,1534.354300000000000,3043.384100000000200,1,96.68%,3.32%,7199,6875,1471349,JOLLY INN RESTAURANT,JOLLY INN RESTAURANT,12532,Restaurant,6501 W IRVING PARK RD,CHICAGO,IL,60634,41.952764731300000,-87.789076876600006,1,1,Canvass,1,3669.676199999999900,1295.245699999999900,270.002000000000010
7199,3611,3610,1493367,1898317,Risk 1 (High),60603,41.881631190000000,-87.626052430000001,1,1,1,Canvass,2006,WABASH,392.488099999999970,210.893700000000000,194.191599999999990,1228.439000000000100,1,96.68%,3.32%,7200,5402,1493367,POPEYES CHICKEN,POPEYES CHICKEN,1898317,Restaurant,17 S WABASH AVE,CHICAGO,IL,60603,41.881631187300002,-87.626052425300003,1,1,Canvass,1,169.940499999999990,210.894600000000000,289.644499999999990
7200,7696,7695,1497408,2359302,Risk 2 (Medium),60643,41.720281880000002,-87.681896699999996,1,1,0,License,2008,WESTERN,183.723199999999990,443.513399999999990,1068.071600000000000,5305.302099999999900,1,96.68%,3.32%,7201,3147,1497408,JAMBA JUICE #586,JAMBA JUICE,2359302,Restaurant,9521 S WESTERN AVE,CHICAGO,IL,60643,41.720281882300000,-87.681896697699997,1,1,License,1,1413.388799999999900,443.512800000000030,465.820400000000010
7201,5352,5351,1473949,2141272,Risk 1 (High),60638,41.791995870000001,-87.794257990000006,1,1,1,Canvass,1949,ARCHER,278.628699999999980,1163.813900000000100,659.699600000000030,1512.706799999999900,1,96.69%,3.31%,7202,7178,1473949,BROWN'S CHICKEN & PASTA,BROWN'S CHICKEN & PASTA,2141272,Restaurant,6905-6915 W ARCHER AVE,CHICAGO,IL,60638,41.791995869499999,-87.794257988100000,1,1,Canvass,1,2907.248500000000100,1163.814000000000100,1068.070999999999900
7202,3369,3368,1434340,1844293,Risk 1 (High),60618,41.961237629999999,-87.713284380000005,1,1,1,Canvass,1924,MONTROSE,371.687099999999990,442.140899999999990,206.811500000000000,1000.710700000000000,1,96.69%,3.31%,7203,10517,1434340,FLYING CHICKEN,FLYING CHICKEN,1844293,Restaurant,3402 W MONTROSE AVE,CHICAGO,IL,60618,41.961237629999999,-87.713284380299996,1,1,Canvass,1,1238.813200000000100,442.140800000000010,275.702000000000000
7203,4595,4594,1399219,2055437,Risk 1 (High),60625,41.968552979999998,-87.709209759999993,1,1,1,Canvass,1921,LAWRENCE,259.928000000000000,782.323600000000060,494.812099999999990,1365.465500000000000,1,96.69%,3.31%,7204,12928,1399219,GEORGE'S GRILL KABAB INC,GEORGE'S GRILL KABAB,2055437,Restaurant,3216 W LAWRENCE AVE,CHICAGO,IL,60625,41.968552976399998,-87.709209761699995,1,1,Canvass,1,733.353399999999970,782.323999999999960,792.295200000000020
7204,5666,5665,1464208,2178008,Risk 1 (High),60626,42.009855709999997,-87.674012050000002,1,1,1,Canvass,1919,CLARK,439.646599999999980,961.675299999999990,175.674399999999990,1091.664100000000000,1,96.69%,3.31%,7205,10676,1464208,TAQUERIA UPTOWN,TAQUERIA UPTOWN,2178008,Restaurant,7027 N CLARK ST,CHICAGO,IL,60626,42.009855708700002,-87.674012053300004,1,1,Canvass,1,113.091600000000000,961.675500000000060,460.319399999999970
7205,5831,5830,1490882,2196607,Risk 1 (High),60613,41.953032440000001,-87.654354760000004,1,1,1,Canvass,1924,SHERIDAN,442.316700000000030,430.874100000000000,440.485999999999990,2147.121400000000000,1,96.69%,3.31%,7206,6061,1490882,OH FUSION THAI & SUSHI BAR,OH FUSION,2196607,Restaurant,3911 N SHERIDAN RD,CHICAGO,IL,60613,41.953032440500003,-87.654354763000001,1,1,Canvass,1,718.157100000000010,430.874199999999970,528.352200000000040
7206,4521,4520,1325087,2042998,Risk 1 (High),60647,41.909959720000003,-87.710429500000004,1,1,0,Canvass,1990,NORTH,181.437900000000010,617.574899999999960,57.827700000000000,2294.762600000000000,1,96.69%,3.31%,7207,7056,1325087,NICK'S ON NORTH,NICK'S ON NORTH,2042998,Restaurant,3323 W NORTH AVE .,CHICAGO,IL,60647,41.909959723400000,-87.710429497500002,1,1,Canvass,1,1925.281400000000100,617.574200000000020,20207.507300000001000
7207,2451,2450,1490466,1496158,Risk 2 (Medium),60625,41.964611759999997,-87.708499439999997,1,1,0,Canvass,2006,KEDZIE,519.032699999999980,829.444200000000020,270.706900000000020,1729.433399999999900,1,96.69%,3.31%,7208,6523,1490466,STARBUCKS COFFEE #8954,STARBUCKS COFFEE #8954,1496158,Restaurant,4558 N KEDZIE AVE,CHICAGO,IL,60625,41.964611761800001,-87.708499442100006,1,1,Canvass,1,700.545799999999990,829.444200000000020,123.326700000000000
7208,4927,4926,1496219,2094560,Risk 1 (High),60613,41.952964420000001,-87.654646690000007,1,1,1,Canvass,1924,SHERIDAN,780.663000000000010,437.450100000000020,442.391300000000000,2171.144499999999900,1,96.70%,3.30%,7209,4412,1496219,"PIZZA RUSTICA, INC",PIZZA RUSTICA,2094560,Restaurant,3908-3910 N SHERIDAN RD,CHICAGO,IL,60613,41.952964417600001,-87.654646694099995,1,1,Canvass,1,791.002700000000000,437.449999999999990,227.807300000000000
7209,4642,4641,1471510,2064431,Risk 2 (Medium),60639,41.909157000000000,-87.774527780000000,1,1,0,Canvass,1993,NORTH,1381.528399999999900,584.184600000000050,288.808100000000020,1727.601000000000100,1,96.70%,3.30%,7210,2965,1471510,DJ SUB,DJ SUB,2064431,Restaurant,5933 W NORTH AVE,CHICAGO,IL,60639,41.909156995899998,-87.774527781499998,1,1,Canvass,1,2340.684999999999900,584.184800000000000,799.967200000000050
7210,4298,4297,1434299,2008719,Risk 2 (Medium),60647,41.919692660000003,-87.687625940000004,1,1,1,Complaint,1912,WESTERN,797.933599999999960,584.406799999999980,242.892300000000010,2052.190300000000200,1,96.70%,3.30%,7211,10547,1434299,REDHOT RANCH,REDHOT RANCH,2008719,Restaurant,2072 N WESTERN AVE,CHICAGO,IL,60647,41.919692658999999,-87.687625940299995,1,1,Complaint,1,751.971800000000030,584.406700000000000,573.442099999999980
7211,6949,6948,1399257,2308306,Risk 1 (High),60625,41.980205519999998,-87.692600380000002,1,1,0,License,1961,LINCOLN,359.674100000000010,356.189200000000030,519.064799999999990,3040.171400000000200,1,96.70%,3.30%,7212,12277,1399257,Mekato's Colombian Bakery,Mekato's Colombian Bakery,2308306,Restaurant,5423 N LINCOLN AVE,CHICAGO,IL,60625,41.980205519800002,-87.692600377800005,1,1,License,1,1913.450800000000100,356.188899999999990,874.409999999999970
7212,1944,1943,1460152,1248488,Risk 1 (High),60613,41.950735170000002,-87.668812900000006,1,1,1,Canvass,1916,ASHLAND,631.203300000000010,559.870000000000000,203.197599999999990,1872.319600000000000,1,96.70%,3.30%,7213,8329,1460152,A. J. HUDSON'S PUBLIC HOUSE,A. J. HUDSON'S PUBLIC HOUSE,1248488,Restaurant,3801-3805 N ASHLAND AVE,CHICAGO,IL,60613,41.950735168800001,-87.668812901199999,1,1,Canvass,1,1043.547700000000100,559.869800000000050,231.347800000000010
7213,3762,3761,1490230,1926615,Risk 1 (High),60618,41.938116579999999,-87.722012239999998,1,1,0,Canvass,2006,MILWAUKEE,66.135199999999998,610.105500000000010,424.508399999999990,1998.881200000000000,1,96.70%,3.30%,7214,6845,1490230,TACO BELL,TACO BELL,1926615,Restaurant,3143 N MILWAUKEE AVE,CHICAGO,IL,60618,41.938116583899998,-87.722012235099996,1,1,Canvass,1,2087.440400000000000,610.105199999999970,383.592400000000000
7214,5037,5036,1474147,2113557,Risk 1 (High),60638,41.796174250000000,-87.762577530000002,1,1,0,Canvass,1913,CENTRAL,306.718700000000010,1032.693299999999900,749.222899999999980,5082.303299999999600,1,96.70%,3.30%,7215,6913,1474147,BREE'S THAI RICE & NOODLE,BREE'S THAI RICE & NOODLE,2113557,Restaurant,5306 S CENTRAL AVE,CHICAGO,IL,60638,41.796174245400003,-87.762577529799998,1,1,Canvass,1,2856.163000000000000,1032.693600000000100,577.182900000000020
7215,3537,3536,1496741,1884390,Risk 1 (High),60654,41.894180450000000,-87.628218129999993,1,1,1,Canvass,2007,ERIE,252.280100000000000,492.432399999999970,629.266100000000050,1598.800199999999900,1,96.70%,3.30%,7216,3713,1496741,DANA HOTEL AND SPA,FREESTYLE FOOD+DRINK,1884390,Restaurant,2 W ERIE ST,CHICAGO,IL,60654,41.894180454800001,-87.628218126400000,1,1,Canvass,1,487.713599999999990,492.432599999999980,252.146700000000010
7216,2290,2289,1343603,1470843,Risk 1 (High),60613,41.953778829999997,-87.649859559999996,1,1,1,Canvass,1928,BROADWAY,1062.408899999999900,506.384300000000000,227.440499999999990,1911.484500000000000,1,96.70%,3.30%,7217,12578,1343603,QUIZNO'S  SUB,QUIZNO'S  SUB,1470843,Restaurant,3933 N BROADWAY,CHICAGO,IL,60613,41.953778825500002,-87.649859556699994,1,1,Canvass,1,741.292900000000030,506.383699999999980,495.214900000000000
7217,149,148,1482508,4956,Risk 2 (Medium),60640,41.977742020000001,-87.668506460000003,0,1,1,Canvass,1929,CLARK,2797.033700000000000,560.218399999999970,523.316500000000020,1840.053600000000000,1,96.70%,3.30%,7218,1497,1482508,ERICKSONS DELICATESSEN,ERICKSONS DELICATESSEN,4956,Restaurant,5250 N CLARK ST,CHICAGO,IL,60640,41.977742022100003,-87.668506456900005,1,1,Canvass,0,483.884700000000010,560.218100000000050,523.316299999999960
7218,1827,1826,1395381,1168341,Risk 1 (High),60654,41.895283319999997,-87.632831710000005,1,1,1,Canvass,1974,LA,403.907600000000000,512.517500000000040,353.730200000000020,1883.802200000000100,1,96.71%,3.29%,7219,13062,1395381,LASALLE CAFE LUNA,LASALLE CAFE LUNA,1168341,Restaurant,712 N LA SALLE DR,CHICAGO,IL,60654,41.895283321299999,-87.632831712200002,1,1,Canvass,1,649.426600000000010,512.517500000000040,51.808100000000003
7219,6310,6309,1345841,2263063,Risk 1 (High),60659,41.995177099999999,-87.699704690000004,1,1,0,Canvass,1963,CALIFORNIA,507.020699999999980,299.880999999999970,408.281299999999990,2660.883899999999800,1,96.71%,3.29%,7220,11867,1345841,GOGI NARA,GOGI NARA,2263063,Restaurant,6240 N CALIFORNIA AVE,CHICAGO,IL,60659,41.995177101300001,-87.699704693000001,1,1,Canvass,1,1452.449000000000100,299.881300000000010,587.982499999999960
7220,3697,3696,1497621,1909527,Risk 2 (Medium),60610,41.908856729999997,-87.638375159999995,1,1,1,Canvass,2001,SEDGWICK,630.357300000000010,92.172399999999996,167.624000000000000,949.604600000000000,1,96.71%,3.29%,7221,2805,1497621,"EVA'S COFFEE, INC.","EVA'S COFFEE, INC.",1909527,Restaurant,1447 N SEDGWICK ST,CHICAGO,IL,60610,41.908856726099998,-87.638375162700001,1,1,Canvass,1,914.348100000000040,92.172399999999996,1398.828500000000100
7221,4259,4258,1325133,2003571,Risk 1 (High),60624,41.880709189999997,-87.736437179999996,1,1,1,Canvass,1928,MADISON,706.444499999999950,416.425799999999980,355.122900000000020,1618.403200000000000,1,96.71%,3.29%,7222,5440,1325133,BRICKS SPORTS BAR & GRILL,BRICKS SPORTS BAR & GRILL,2003571,Restaurant,4422 W MADISON ST,CHICAGO,IL,60624,41.880709192300003,-87.736437176300001,1,1,Canvass,1,789.739600000000000,416.425299999999990,238.143599999999990
7222,467,466,1418219,20904,Risk 1 (High),60659,41.990304610000003,-87.704312840000000,1,1,0,Canvass,1956,PETERSON,115.604699999999990,1039.702399999999900,508.910500000000010,2847.182400000000100,1,96.71%,3.29%,7223,10195,1418219,JULIANA,JULIANA,20904,Restaurant,3001 W PETERSON AVE,CHICAGO,IL,60659,41.990304614000003,-87.704312836000000,1,1,Canvass,1,861.264300000000050,1039.702700000000000,321.264200000000020
7223,1080,1079,1471442,42484,Risk 1 (High),60634,41.937355070000002,-87.766307449999999,1,1,0,Canvass,1950,CENTRAL,254.947000000000000,499.063100000000020,560.020800000000010,2765.951100000000200,1,96.71%,3.29%,7224,4572,1471442,LA COSTA,LA COSTA,42484,Restaurant,3119 N CENTRAL AVE,CHICAGO,IL,60634,41.937355069799999,-87.766307445400003,1,1,Canvass,1,630.869299999999950,499.062999999999990,721.913000000000010
7224,6799,6798,1418272,2299479,Risk 1 (High),60659,41.995232760000000,-87.699706379999995,1,0,0,License,1963,CALIFORNIA,643.121899999999980,295.426699999999980,394.515100000000020,2663.597499999999900,1,96.71%,3.29%,7225,9294,1418272,"SAIGON BISTRO RESTAURANT, INC",SAIGON BISTRO,2299479,Restaurant,6242-6244 N CALIFORNIA AVE,CHICAGO,IL,60659,41.995232762800001,-87.699706376300000,0,1,License,1,1439.508200000000000,295.425999999999990,521.019499999999990
7225,4809,4808,1395340,2083998,Risk 1 (High),60630,41.977041270000001,-87.754428390000001,1,1,0,Canvass Re-Inspection,1970,ELSTON,412.497999999999990,678.644599999999970,1051.812899999999900,2721.147199999999900,1,96.71%,3.29%,7226,13139,1395340,HUNAN SPRING,HUNAN SPRING,2083998,Restaurant,5279 N ELSTON AVE,CHICAGO,IL,60630,41.977041268699999,-87.754428388600004,1,1,Canvass Re-Inspection,1,3254.784999999999900,678.644599999999970,247.888399999999990
7226,1521,1520,1228461,78794,Risk 1 (High),60605,41.864002599999999,-87.623932049999993,1,1,1,Canvass,2007,MICHIGAN,1081.913600000000100,425.625699999999990,464.194799999999990,1809.644100000000000,1,96.71%,3.29%,7227,12131,1228461,THE CHICAGO FIREHOUSE REST.,THE CHICAGO FIREHOUSE REST.,78794,Restaurant,1401 S MICHIGAN AVE,CHICAGO,IL,60605,41.864002595700001,-87.623932049299995,1,1,Canvass,1,467.820100000000020,425.625099999999970,936.826699999999960
7227,978,977,1493722,37803,Risk 1 (High),60616,41.853887970000002,-87.634507429999999,1,1,1,Canvass,1998,CHINA,651.083499999999960,192.958599999999990,510.347800000000010,2008.646600000000000,1,96.72%,3.28%,7228,4964,1493722,CHIU'S GREAT WALL RESTAURANT,CHIU'S GREAT WALL RESTAURANT,37803,Restaurant,2127 S CHINA PL,CHICAGO,IL,60616,41.853887972499997,-87.634507428099994,1,1,Canvass,1,123.277900000000000,192.958900000000000,173.489200000000010
7228,2047,2046,1324883,1305113,Risk 1 (High),60612,41.868877200000000,-87.685357800000006,1,1,1,Short Form Complaint,1908,TAYLOR,344.951399999999980,292.188300000000030,251.014100000000010,2705.345600000000100,1,96.72%,3.28%,7229,12463,1324883,GRANDADDYS SUBS INC.,GRANDADDYS SUBS INC.,1305113,Restaurant,2343 W TAYLOR ST,CHICAGO,IL,60612,41.868877201200000,-87.685357804899994,1,1,Short Form Complaint,1,451.424699999999970,292.187599999999970,376.086999999999990
7229,4435,4434,1435069,2031413,Risk 1 (High),60625,41.981345769999997,-87.692659669999998,1,1,0,Canvass,1962,lincoln,163.671100000000000,395.793900000000010,403.026099999999990,2910.812399999999800,1,96.72%,3.28%,7230,9589,1435069,Rolls N Bowls,Rolls N Bowls,2031413,Restaurant,5501 N lincoln AVE,CHICAGO,IL,60625,41.981345765199997,-87.692659670099999,1,1,Canvass,1,1983.189699999999900,395.792899999999970,845.246999999999960
7230,6534,6533,1418273,2284190,Risk 1 (High),60659,41.995232760000000,-87.699706379999995,1,1,0,Canvass,1963,CALIFORNIA,133.194200000000000,295.426699999999980,394.515100000000020,2663.597499999999900,1,96.72%,3.28%,7231,9301,1418273,"SAIGON BISTRO RESTAURANT, INC",SAIGON BISTRO,2284190,Restaurant,6242-6244 N CALIFORNIA AVE,CHICAGO,IL,60659,41.995232762800001,-87.699706376300000,1,1,Canvass,1,1439.508200000000000,295.425999999999990,521.019499999999990
7231,6670,6669,1329664,2293643,Risk 1 (High),60639,41.931414050000001,-87.747402309999998,1,1,0,License,1930,Diversey,406.049199999999980,516.765700000000040,496.970199999999980,3438.281900000000000,1,96.72%,3.28%,7232,13151,1329664,LA AUTENTICA MICHOACANA NEVERIA Y PALETERIA LLC.,LA MICHOACANA,2293643,Restaurant,4819 W Diversey AVE,CHICAGO,IL,60639,41.931414050800001,-87.747402306699996,1,1,License,1,892.927800000000050,516.765200000000050,319.956799999999990
