FID,Inspection,DBA_Name,AKA_Name,License__,Facility_T,Address,City,State,Zip,Latitude,Longitude,Violation,Risk1,Type,Pass1,d_13fail,d_cri14,d_sancom14
8972,1372519,THE PARK GRILL,THE PARK GRILL,1445845,Restaurant,11-35 N MICHIGAN AVE,CHICAGO,IL,60602,41.882380740899997,-87.624228631400001,1,1,Complaint,1,254.600799999999990,495.728400000000020,709.118600000000010
8973,1439292,LITO'S EMPANADAS II LLC,LITO'S EMPANADAS II,2134819,Restaurant,1437 W TAYLOR ST,CHICAGO,IL,60607,41.869205579000003,-87.663164447400007,1,1,Canvass,0,1177.271700000000000,437.300599999999970,257.267600000000020
8974,1471266,RESTAURANT 2 AMIGOS,RESTAURANT 2 AMIGOS,21363,Restaurant,2320 N MILWAUKEE AVE,CHICAGO,IL,60647,41.923231948800002,-87.698111650700000,1,1,Complaint,1,409.158200000000020,474.282800000000010,161.471200000000010
8975,1459556,NARYS GRILL & PIZZA,NARYS GRILL & PIZZA,72128,Restaurant,4230 S ARCHER AVE,CHICAGO,IL,60632,41.816596631700001,-87.700392605199994,1,1,Canvass,0,406.085199999999990,590.295799999999990,374.618200000000000
8976,1453320,FIRST DRAFT,FIRST DRAFT,2230617,Restaurant,649 S CLARK ST,CHICAGO,IL,60605,41.873608285099998,-87.630500286000000,0,1,License Re-Inspection,1,182.873400000000000,523.293499999999990,107.063199999999990
8977,1459562,LAS ISLAS MARIAS,LAS ISLAS MARIAS,1649503,Restaurant,6560 W FULLERTON AVE,CHICAGO,IL,60707,41.923750200999997,-87.789880859600004,1,1,Canvass Re-Inspection,0,808.419099999999960,903.834299999999980,410.356200000000000
8978,1387474,BARBARA ANN'S BARBE-QUE INC.,BARBARA ANN'S BARBE-QUE INC.,1646157,Restaurant,7617 S COTTAGE GROVE AVE,CHICAGO,IL,60619,41.756215425500002,-87.605182393800007,1,1,Complaint Re-Inspection,1,665.117200000000030,519.224200000000000,357.178600000000020
8979,1459559,HONEYBAKED HAM,HONEYBAKED HAM,33130,Restaurant,8159 S CICERO AVE,CHICAGO,IL,60652,41.744080551099998,-87.741038461299993,1,1,Canvass,1,5319.980200000000000,1315.253200000000100,795.926000000000040
8980,1296882,BEST BBQ,BEST BBQ,1575975,Restaurant,1648 W 115TH ST,CHICAGO,IL,60643,41.684892605800002,-87.663640292899998,1,1,Complaint,1,3787.637700000000200,831.048499999999990,787.602300000000010
8981,1152148,HAROLDS CHICKEN #2,HAROLDS CHICKEN #2,1874364,Restaurant,6419 S COTTAGE GROVE AVE,CHICAGO,IL,60637,41.777998195999999,-87.605730121400001,1,1,Complaint,0,1630.084000000000100,268.317700000000000,320.395699999999980
8982,1459561,Rockit Bar & Grill,Rockit Bar & Grill,1470960,Restaurant,22 W HUBBARD ST,CHICAGO,IL,60610,41.890161365700003,-87.628849241799998,1,1,Complaint,1,260.827000000000000,409.268100000000000,311.843099999999990
8983,1459558,THE FRONTIER,THE FRONTIER,28299,Restaurant,1072 N MILWAUKEE AVE,CHICAGO,IL,60642,41.901283643399999,-87.663483624899996,1,1,Canvass,1,1104.539900000000000,375.850799999999990,851.708899999999970
8984,1459560,MY SWEET STATION INC,MY SWEET STATION,2327223,Restaurant,2511 N LINCOLN AVE,CHICAGO,IL,60614,41.927576778300001,-87.651528172400006,0,1,License,0,193.360600000000010,363.469699999999990,410.356200000000000
8985,1459563,REGGIES,REGGIES,1841048,Restaurant,2109 S STATE ST,CHICAGO,IL,60616,41.853945499900000,-87.626959265500005,1,1,Canvass,1,1062.777000000000000,568.712800000000020,551.722700000000030
8986,1385307,SUBWAY,SUBWAY,2032093,Restaurant,4351 W ARMITAGE AVE,CHICAGO,IL,60639,41.916939292400002,-87.735947334100004,1,1,Canvass,1,1209.668100000000100,414.073899999999980,325.499700000000020
8987,1439293,CHILANGO,LITO'S EMPANADAS,2327216,Restaurant,1437 W TAYLOR ST,CHICAGO,IL,60607,41.869205579000003,-87.663164447400007,0,1,License,0,1177.271700000000000,437.300599999999970,343.685400000000020
8988,1453321,BLACKIE'S,BLACKIE'S,1491,Restaurant,755 S CLARK ST,CHICAGO,IL,60605,41.872361365800003,-87.630467204699997,1,1,Canvass,1,319.708800000000000,507.117599999999980,575.229699999999980
8989,1424249,KAWAYAN LLC,KAWAYAN,2313831,Restaurant,4859 N MILWAUKEE AVE,CHICAGO,IL,60630,41.969394221800002,-87.761887172399994,1,1,License,1,3359.278400000000100,682.065900000000060,258.429500000000020
8990,1447287,"MEZZA GRILLED WRAPS AND PITA, INC","MEZZA GRILLED WRAPS AND PITA, INC",1596616,Restaurant,2 N RIVERSIDE PLZ,CHICAGO,IL,60606,41.881977047600003,-87.638875839899995,1,1,Canvass,1,144.302300000000000,1020.680300000000000,271.280500000000020
8991,1464253,FONDA DONA CHIO,FONDA DONA CHIO,2320941,Restaurant,6906 N CLARK ST,CHICAGO,IL,60626,42.006782082400001,-87.673597499400003,1,1,License Re-Inspection,1,755.148599999999990,574.836599999999980,205.589400000000010
8992,1447288,HAUTE SAUSAGE,HAUTE SAUSAGE,2290163,Restaurant,337 S FRANKLIN ST,CHICAGO,IL,60606,41.877213192200003,-87.635040628300004,1,1,Canvass Re-Inspection,1,153.519900000000010,768.612899999999970,1100.452900000000000
8993,1418305,OUTDOOR CAFE,OUTDOOR CAFE,1939050,Restaurant,3257 W BRYN MAWR AVE,CHICAGO,IL,60659,41.982931133599998,-87.711152512699996,1,1,Canvass,1,1389.545599999999900,404.510100000000020,383.062999999999990
8994,1467285,TACO BELL #30404,TACO BELL,2320371,Restaurant,500 W MADISON,CHICAGO,IL,60661,41.881994338200002,-87.639758684900002,1,1,License,0,48.100800000000000,1096.338800000000000,751.795300000000000
8995,1424250,THE ORIGINAL MAMA MIAS,THE ORIGINAL MAMA MIAS,2327892,Restaurant,4638 N CUMBERLAND AVE,CHICAGO,IL,60656,41.964158071999996,-87.836837549400002,1,1,License,1,4682.052399999999600,3498.270000000000000,682.303800000000020
8996,1424248,SMAKOSZ INC,SMAKOSZ  RESTAURANT,2308186,Restaurant,5619-5621 W LAWRENCE AVE,CHICAGO,IL,60630,41.967663645800002,-87.768259022699993,0,1,License,0,2391.852699999999900,642.622600000000030,554.842999999999960
8997,1439291,CHILI'S GRILL & BAR,CHILI'S GRILL & BAR,1845166,Restaurant,2 E ONTARIO ST,CHICAGO,IL,60611,41.893383143999998,-87.628053704799996,1,1,Canvass,1,383.213900000000020,480.346499999999990,784.430500000000050
8998,1459475,BANH MI,BANH MI,2327126,Restaurant,1740 W DIVISION ST,CHICAGO,IL,60622,41.903387809999998,-87.671667449300003,1,1,License,1,311.165700000000020,318.805799999999980,271.826500000000010
8999,1459479,"TACO BURRITO KING I, INC.",TACO BURRITO KING,1648110,Restaurant,3216 N HARLEM AVE,CHICAGO,IL,60634,41.938534926499997,-87.806912679199996,1,1,Complaint Re-Inspection,1,1554.845700000000100,265.911499999999990,131.358399999999990
9000,1307430,TU BOTANA CORP.,TU BOTANA CORP.,2327401,Restaurant,3211 W 59TH ST,CHICAGO,IL,60629,41.786130727000000,-87.703863220100004,1,1,License,0,750.008600000000000,341.375400000000010,787.126499999999960
9001,1459482,PODHALANKA RESTAURANT,PODHALANKA RESTAURANT,10559,Restaurant,1549 W DIVISION ST,CHICAGO,IL,60622,41.903242865499998,-87.667062047800002,1,1,Canvass,1,383.528599999999980,371.209799999999970,468.681699999999980
9002,1385300,MI PALMAR,MI PALMAR,2299230,Restaurant,5046 W ARMITAGE AVE,CHICAGO,IL,60639,41.916956725699997,-87.752808471899996,1,1,Canvass,1,862.640599999999950,576.310899999999950,575.229699999999980
9003,1459491,GOOSE ISLAND BREWING CO,GOOSE ISLAND BREWING CO,25602,Restaurant,1800 N CLYBOURN AVE,CHICAGO,IL,60614,41.913683804400002,-87.653592042300005,1,1,Canvass,1,779.114699999999970,430.009900000000020,499.329400000000020
9004,1459485,EL ALEGRE BURRITO,EL ALEGRE BURRITO,78302,Restaurant,7193 W GRAND AVE,CHICAGO,IL,60707,41.923884973600003,-87.806192414099996,1,1,Canvass,1,1180.416999999999900,562.046399999999950,499.297800000000000
9005,1459488,POMERA BAKERY,POMERA BAKERY,1979125,Restaurant,4304-4306 N PULASKI RD,CHICAGO,IL,60641,41.959293231499998,-87.727927050500000,1,1,Canvass,0,1255.184600000000000,320.766099999999990,795.926000000000040
9006,1459487,STARBUCKS COFFEE #2335,STARBUCKS COFFEE #2335,23110,Restaurant,3845 N BROADWAY,CHICAGO,IL,60613,41.952556587600000,-87.649500227000004,1,1,Complaint,1,684.371999999999960,526.451100000000000,330.560700000000000
9007,1107173,TANOSHII,TANOSHII,1980943,Restaurant,5547 N CLARK ST,CHICAGO,IL,60640,41.983098811200001,-87.668523944000000,1,1,Canvass,0,383.783399999999970,891.383000000000040,461.906600000000030
9008,1459493,JERRY'S SANDWICHES,JERRY'S SANDWICHES,1985220,Restaurant,1938-1940 W DIVISION ST,CHICAGO,IL,60622,41.903314441100001,-87.676416719100004,1,1,Canvass,1,354.337699999999980,318.824500000000000,392.703100000000010
9009,1385302,EL TACONAZO RESTAURANT,FIESTA DEL SUR,1964476,Restaurant,4124 W NORTH AVE,CHICAGO,IL,60639,41.909946550299999,-87.729950371399994,1,1,Canvass Re-Inspection,1,133.837400000000000,517.957099999999970,654.411399999999960
9010,1459498,THE FLAMING POT INC.,FLAMING POT,2304081,Restaurant,2342-2344 S WENTWORTH AVE,CHICAGO,IL,60616,41.849706090500000,-87.632089559199997,1,1,License,0,141.218500000000010,648.895499999999970,1384.064800000000100
9011,1459496,"BISMILAHI RESTAURANT, INC",BISMILAHI RESTAURANT,1947809,Restaurant,211 W WALTON ST,CHICAGO,IL,60610,41.899646106399999,-87.634808452499996,1,1,Canvass,1,1059.847100000000000,765.066100000000010,320.395699999999980
9012,1372515,SEVEN,SEVEN,1304863,Restaurant,400 E RANDOLPH ST,CHICAGO,IL,60601,41.884646365400002,-87.617248496200006,1,1,Canvass,0,961.221400000000020,927.013400000000050,405.243600000000010
9013,1459500,MART PLAZA CATERING CORP,MERCHANT CAFE/CITYSCAPE BAR,32388,Restaurant,350 N ORLEANS ST,CHICAGO,IL,60654,41.888741038100001,-87.637080540599996,1,1,Canvass,0,752.475299999999950,873.823600000000060,261.011100000000000
9014,1459497,BRIANNA'S RESTAURANT,BRIANNA'S RESTAURANT,2293575,Restaurant,4911 N WESTERN AVE,CHICAGO,IL,60625,41.970773487899997,-87.688830235599994,1,1,Canvass,1,539.717700000000040,666.067500000000000,949.936500000000020
9015,1152163,FLYING WOK INC.,FLYING WOK INC.,2319999,Restaurant,6319 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60637,41.779555320000000,-87.615462366499997,1,1,License,0,2625.315000000000100,249.481200000000000,357.178600000000020
9016,1459499,BROWNTROUT,BROWNTROUT,1960181,Restaurant,4111 N LINCOLN AVE,CHICAGO,IL,60618,41.956349891899997,-87.680129134900000,1,1,Canvass,0,743.381399999999990,490.995099999999980,287.689599999999980
9017,1325016,"GABBY'S SMOKIN GRILLZ, INC.", ,2298823,Restaurant,4144 W MADISON ST,CHICAGO,IL,60624,41.880784707399997,-87.729863863999995,1,1,Short Form Complaint,1,394.504300000000000,784.742200000000030,252.706200000000000
9018,1305558,FRAN'S BEEF,FRAN'S BEEF,45274,Restaurant,2021 S BLUE ISLAND AVE,CHICAGO,IL,60608,41.854572220100003,-87.663785961000002,1,1,Complaint,1,1068.332500000000000,638.980599999999980,213.155399999999990
9019,1459504,THE BOUNDARY,THE BOUNDARY,1800782,Restaurant,1932 W DIVISION ST,CHICAGO,IL,60622,41.903318259199999,-87.676182078599993,1,1,Canvass,1,416.283300000000000,346.288900000000010,994.992899999999960
9020,1459502,STARBUCKS COFFEE #9426,STARBUCKS COFFEE #9426,1573094,Restaurant,520 N OGDEN AVE,CHICAGO,IL,60642,41.891769778200000,-87.658604614200001,1,1,Canvass,1,284.253600000000010,391.520800000000010,445.848299999999990
9021,1459505,LAS ISLAS MARIAS,LAS ISLAS MARIAS,1649503,Restaurant,6560 W FULLERTON AVE,CHICAGO,IL,60707,41.923750200999997,-87.789880859600004,1,1,Canvass,0,808.419099999999960,903.834299999999980,203.827900000000000
9022,1459507,MCGEE'S TAVERN & GRILLE,MCGEE'S TAVERN & GRILLE,26266,Restaurant,950 W WEBSTER AVE,CHICAGO,IL,60614,41.921854625599998,-87.653094865100002,1,1,Canvass,1,952.711999999999990,386.867900000000020,345.513899999999980
9023,1459506,HAVC PUB,HAVC PUB,2231918,Restaurant,3530 N CLARK ST,CHICAGO,IL,60657,41.946340474400003,-87.655995202300005,1,1,Complaint,1,108.070200000000000,543.441199999999980,253.893100000000000
9024,1464249,BINA'S CAFE,BINA'S CAFE,2321181,Restaurant,2407 W LUNT AVE,CHICAGO,IL,60645,42.008539538800001,-87.690500510899994,1,1,License Re-Inspection,1,1282.342000000000100,451.274000000000000,278.587200000000000
9025,1424243,ELLIOTT'S SEAFOOD AND CHOP HOUSE GRILL,ELLIOTT'S SEAFOOD AND CHOP HOUSE GRILL,44501,Restaurant,6688-6690 N NORTHWEST HWY,CHICAGO,IL,60631,42.002458990400001,-87.815877211000000,1,1,Canvass Re-Inspection,1,3025.568400000000100,1035.119899999999900,260.369700000000020
9026,1459508,TASSSILI,TASSILI,1474276,Restaurant,4342 1/2 N ELSTON AVE,CHICAGO,IL,60641,41.959629403500003,-87.728028744100001,1,1,Canvass,1,1209.522899999999900,297.668400000000020,585.428499999999990
9027,1385303,TAQUERIA COACOYULA CORPORATION,TAQUERIA COACOYULA CORPORATION,2271332,Restaurant,5823 W FULLERTON AVE,CHICAGO,IL,60639,41.923777505300002,-87.771914426400002,1,1,Canvass,1,757.689100000000050,99.780000000000001,779.576599999999980
9028,1445221,THE MOODY BIBLE INSTITUTE OF CHICAGO,STUDENT DINING ROOM,19013,Restaurant,820 N LA SALLE DR,CHICAGO,IL,60610,41.897254398900003,-87.632868361600003,1,1,Canvass Re-Inspection,1,760.085000000000040,392.069200000000020,1003.640300000000000
9029,1459510,BODI,BODI,1646051,Restaurant,873 N ORLEANS ST,CHICAGO,IL,60610,41.898696269799999,-87.637104661400002,1,1,Canvass,1,693.631399999999990,689.644199999999960,288.609399999999990
9030,1445222,THE MOODY BIBLE INSTITUTE OF CHICAGO,COMMONS-EMPLOYEE CAFE,19012,Restaurant,820 N LA SALLE DR,CHICAGO,IL,60610,41.897254398900003,-87.632868361600003,1,1,Canvass Re-Inspection,1,760.085000000000040,392.069200000000020,501.518599999999990
9031,1447283,ARAMARK NUVEEN INVESTMENTS CAFE,ARAMARK NUVEEN INVESTMENTS CAFE,1904569,Restaurant,333 W WACKER DR,CHICAGO,IL,60606,41.886025412499997,-87.636297703200000,1,1,Canvass Re-Inspection,1,676.604100000000020,709.377899999999950,242.949299999999990
9032,1107174,ADRIATIC,ADRIATIC,2013391,Restaurant,5553-5557 N CLARK ST,CHICAGO,IL,60640,41.983279491899999,-87.668563107300002,1,1,Canvass,0,322.711200000000020,907.721300000000040,317.795099999999990
9033,1459512,DA JSE JUNG,DA RAE JUNG,86306,Restaurant,5220 N LINCOLN AVE,CHICAGO,IL,60625,41.976535384300000,-87.692524802400001,1,1,Canvass,1,1137.920400000000000,700.423599999999960,711.059300000000010
9034,1459513,ARMANDS PIZZERIA,ARMAND'S PIZZERIA,2064468,Restaurant,4159 N WESTERN AVE,CHICAGO,IL,60618,41.957626261100003,-87.688425611800000,1,1,Canvass,1,1475.722900000000000,326.004599999999980,282.080499999999970
9035,1439288,TRAVELLE,LANGHAM CHICAGO,2245370,Restaurant,330 N WABASH AVE,CHICAGO,IL,60611,41.887938743600003,-87.627035641500001,1,1,Canvass,1,101.571700000000010,514.611499999999980,141.476100000000000
9036,1447284,U.B. DOGS,U.B. DOGS,2074531,Restaurant,185 N FRANKLIN ST BLDG,CHICAGO,IL,60606,41.885417369700001,-87.635256494900005,1,1,Canvass,1,593.203999999999950,441.129000000000020,1100.452900000000000
9037,1305559,LINA'S PIZZA INC,LINA'S PIZZA INC,42618,Restaurant,3132 S MORGAN ST,CHICAGO,IL,60608,41.837035785700003,-87.651265491900006,1,1,Complaint,1,1332.177400000000000,329.906600000000030,201.516200000000000
9038,1459515,SEADOG SUSHI BAR,SEADOG,2068861,Restaurant,1500 W DIVISION ST,CHICAGO,IL,60642,41.903481367300003,-87.665102685700006,1,1,Canvass,1,831.788900000000010,373.392800000000020,198.220000000000000
9039,1307435,ONESTI PIZZERIA INC,ONESTI PIZZERIA,2256141,Restaurant,2755 W 71ST ST,CHICAGO,IL,60629,41.764434164500003,-87.692794507299993,1,1,Canvass,1,1646.896800000000000,227.496500000000000,219.081600000000010
9040,1459514,TERRY'S,TERRY'S,3743,Restaurant,1554 N LARRABEE ST,CHICAGO,IL,60610,41.910865526700000,-87.643572788300006,1,1,Canvass,1,1334.926200000000100,640.549499999999970,336.685000000000000
9041,1459518,MART PLAZA CATERING CORP,MERCHANT CAFE/CITYSCAPE BAR,32394,Restaurant,350 N ORLEANS ST,CHICAGO,IL,60654,41.888741038100001,-87.637080540599996,1,1,Canvass,1,752.475299999999950,873.823600000000060,459.541299999999980
9042,1459516,ZEBDA,ZEBDA,1969801,Restaurant,4344 N ELSTON AVE,CHICAGO,IL,60641,41.959669720000001,-87.728087344499997,1,1,Canvass,1,1217.498800000000100,289.202699999999990,505.397800000000020
9043,1459517,NEVERIA Y PALETERIA LA SOL-IS CO.,NEVERIA Y PALETERIA LA SOL-IS CO.,2278002,Restaurant,6748 1/2 W DIVERSEY AVE,CHICAGO,IL,60707,41.931002431000003,-87.795015168700004,1,1,Canvass,0,1015.341699999999900,662.035300000000010,589.687999999999990
9044,1459511,CRAFT PIZZA,CRAFT PIZZA,2327497,Restaurant,1252 N DAMEN AVE,CHICAGO,IL,60622,41.904884204299996,-87.677451481099993,1,1,License,1,507.238099999999970,336.611300000000030,517.002200000000020
9045,1459519,CAPT'N NEMOS,CAPT'N NEMOS,47165,Restaurant,3650 N ASHLAND AVE,CHICAGO,IL,60613,41.948494415699997,-87.669046938999998,1,1,Canvass,1,1151.254500000000000,199.449000000000010,589.687999999999990
9046,1385304,HONG HUAH RESTAURANT,HONG HUAH RESTAURANT,15281,Restaurant,5924 W FULLERTON AVE,CHICAGO,IL,60639,41.923957137599999,-87.774443539700002,1,1,Canvass,0,913.243600000000010,292.617799999999990,530.455100000000020
9047,1418295,FALAFILL,FALAFILL,1986215,Restaurant,3202 N Broadway,CHICAGO,IL,60657,41.940158213099998,-87.644550281700006,1,1,Canvass Re-Inspection,1,475.462600000000010,381.002900000000010,360.263199999999980
9048,1464251,BADOU SENEGALESE CUISINE,BADOU SENEGALESE CUISINE,2183957,Restaurant,2055 W HOWARD ST,CHICAGO,IL,60645,42.019354611200001,-87.682540524199993,1,1,Canvass,1,1651.170800000000100,281.644700000000000,532.606099999999970
9049,1439289,DAVANTI ENOTECA CHICAGO,DAVANTI ENOTECA,2231717,Restaurant,30 E HUBBARD ST,CHICAGO,IL,60611,41.890196278700003,-87.626735452800006,1,1,Canvass,1,106.398799999999990,359.093500000000010,552.020999999999960
9050,1447285,JIMMY JOHN'S,JIMMY JOHN'S,1718547,Restaurant,205 W MONROE ST,CHICAGO,IL,60606,41.880547897800000,-87.633980667000003,1,1,Canvass,1,591.228799999999980,587.689600000000040,757.172400000000040
9051,1453318,FIRST DRAFT,FIRST DRAFT,2230618,Restaurant,649 S CLARK ST,CHICAGO,IL,60605,41.873608285099998,-87.630500286000000,0,1,License Re-Inspection,1,182.873400000000000,523.293499999999990,388.162800000000000
9052,1439290,GLAZED AND INFUSED, ,2240569,Restaurant,30 E HUBBARD ST,CHICAGO,IL,60611,41.890196278700003,-87.626735452800006,0,1,Canvass,1,106.398799999999990,359.093500000000010,400.637299999999980
9053,1424246,CHINA  STAR,CHINA  STAR  RESTAURANT,2068929,Restaurant,4716 N MILWAUKEE AVE,CHICAGO,IL,60630,41.965971894100001,-87.759281578300005,1,1,Canvass,1,3518.602100000000100,927.980500000000010,453.231900000000000
9054,1418297,EXTRA INNINGS-WRIGLEYVILLE,EXTRA INNINGS-WRIGLEYVILLE,2326696,Restaurant,3349 N SHEFFIELD AVE,CHICAGO,IL,60657,41.943197684200001,-87.654059548399999,1,1,License,1,181.624300000000010,321.757099999999980,442.046100000000020
9055,1439427,DAVANTI ENOTECA CHICAGO,DAVANTI ENOTECA,2278086,Restaurant,30 E HUBBARD ST,CHICAGO,IL,60611,41.890196278700003,-87.626735452800006,0,1,Canvass,1,106.398799999999990,359.093500000000010,172.822599999999990
9056,1387470,CHECKERS #6361,CHECKERS #6361,2277881,Restaurant,11449 S HALSTED ST,CHICAGO,IL,60628,41.685458810999997,-87.642016773799995,1,1,Short Form Complaint,1,1797.441700000000100,458.135299999999970,1003.640300000000000
9057,1385293,G & N SNACK SHOP,G & N SNACK SHOP,3833,Restaurant,5100 W NORTH AVE,CHICAGO,IL,60639,41.909649836299998,-87.752692160699993,1,1,Complaint Re-Inspection,1,1060.130300000000000,300.881500000000020,472.219900000000000
9058,1459430,LOS DOS PRIMOS,LOS DOS PRIMOS,2327437,Restaurant,3552-3554 N PULASKI RD,CHICAGO,IL,60641,41.946146114900003,-87.727540943199998,1,1,License,1,1134.526200000000000,588.139199999999960,255.606500000000010
9059,1107168,BALE SANDWICH AND BAKERY,BA LE SANDWICH AND BAKERY,2021688,Restaurant,5014 N BROADWAY,CHICAGO,IL,60640,41.973214590600001,-87.659929807400005,1,1,Canvass Re-Inspection,1,201.674399999999990,346.939100000000000,101.954899999999990
9060,1459433,BANH MI,BANH MI,2327126,Restaurant,1740 W DIVISION ST,CHICAGO,IL,60622,41.903387809999998,-87.671667449300003,0,1,License,0,311.165700000000020,318.805799999999980,420.339699999999990
9061,1459437,OSCAR'S FOODS INC,OSCAR'S FOODS INC,21262,Restaurant,6130 W BELMONT AVE,CHICAGO,IL,60634,41.938509677500001,-87.779898763500000,1,1,Canvass,1,2545.119200000000100,873.609900000000040,75.695400000000006
9062,1372509,THE SKY - LINE CLUB,THE SKY - LINE CLUB,30270,Restaurant,307 N MICHIGAN AVE,CHICAGO,IL,60601,41.887004423299999,-87.624394657099998,1,1,Canvass,1,214.360600000000010,325.951199999999970,114.403300000000000
9063,1372510,THE SKY - LINE CLUB,THE SKY - LINE CLUB,2289366,Restaurant,307 N MICHIGAN AVE,CHICAGO,IL,60601,41.887004423299999,-87.624394657099998,0,1,License,1,214.360600000000010,325.951199999999970,613.437900000000010
9064,1107169,TANK NOODLE PHO XE TANG,TANK NOODLE PHO XE TANG,2299314,Restaurant,4953-4955 N BROADWAY,CHICAGO,IL,60640,41.973091079299998,-87.659632196900006,1,1,Canvass,1,165.594400000000010,342.895800000000010,747.581300000000060
9065,1459443,LATIN AMERICAN REST & LOUNGE,LATIN AMERICAN REST & LOUNGE,1058,Restaurant,2743 W DIVISION ST,CHICAGO,IL,60622,41.902821330000002,-87.696143299400006,1,1,Complaint,1,979.907299999999960,381.216999999999980,488.747500000000000
9066,1307426,BUGSY'S,BUGSY'S,2309011,Restaurant,6301 S WESTERN AVE,CHICAGO,IL,60636,41.779128707700004,-87.683489883999997,0,1,License,0,3712.631199999999800,376.354400000000000,205.589400000000010
9067,1385295,"TAQUERIA MAZAMITLA, INC.",TAQUERIA MAZAMITLA,2327178,Restaurant,5344 W FULLERTON AVE,CHICAGO,IL,60639,41.924161357499997,-87.760453938699996,1,1,License Re-Inspection,1,475.651000000000010,334.860799999999980,747.581300000000060
9068,1459447,POLYNESIAN VILLAGE,POLYNESIAN VILLAGE,15637,Restaurant,6845 W ADDISON ST,CHICAGO,IL,60634,41.945331865100002,-87.797802151799999,1,1,Canvass,1,2898.279900000000000,639.233100000000040,191.229199999999990
9069,1459450,LE PAIN QUOTIDIEN,LE PAIN QUOTIDIEN,2304698,Restaurant,1000-1002 W ARMITAGE AVE,CHICAGO,IL,60614,41.918213879900001,-87.653421975399993,1,1,License,0,398.592300000000020,261.316399999999990,582.485199999999960
9070,1459451,YOLANDA'S RESTAURANT INC,YOLANDA'S RESTAURANT,32834,Restaurant,3058 S CENTRAL PARK AVE,CHICAGO,IL,60623,41.837146692499999,-87.714741436799997,1,1,Canvass,1,3124.048299999999900,607.108100000000040,747.581300000000060
9071,1459453,CARSON'S RIBS,CARSON'S RIBS,33555,Restaurant,612 N WELLS ST,CHICAGO,IL,60654,41.892858456600003,-87.634249236399995,1,1,Canvass,1,278.387299999999980,623.798800000000030,693.883699999999980
9072,1459448,Papa Ray's Pizza & Wings,Papa Ray's Pizza & Wings,2069677,Restaurant,3208 N Pulaski RD,CHICAGO,IL,60641,41.939372351999999,-87.727340672099999,1,1,Canvass,1,2010.645199999999900,499.964699999999990,722.253100000000020
9073,1459454,LE PAIN QUOTIDIEN,LE PAIN QUOTIDIEN,2304699,Restaurant,1000-1002 W ARMITAGE AVE,CHICAGO,IL,60614,41.918213879900001,-87.653421975399993,0,1,License,0,398.592300000000020,261.316399999999990,396.608200000000010
9074,1325013,LAKE'S BEST PIZZERIA,LAKE'S BEST PIZZERIA,2327382,Restaurant,133 N CALIFORNIA AVE,CHICAGO,IL,60612,41.883912070199997,-87.696216248100001,1,1,License,0,2116.540000000000000,396.906400000000020,649.676299999999970
9075,1459429,CITY HARVEST CAFE, ,2309077,Restaurant,2931 N BROADWAY,CHICAGO,IL,60657,41.935858590300001,-87.644111223899998,1,1,License,1,182.054599999999990,256.685799999999970,261.011100000000000
9076,1459455,KUMA'S CORNER,KUMA'S CORNER,1573847,Restaurant,2900 W BELMONT AVE,CHICAGO,IL,60618,41.939485579200003,-87.700340942899999,1,1,Complaint Re-Inspection,1,1256.036300000000000,432.106100000000030,579.054899999999980
9077,1296875,SUBWAY SANDWICH,SUBWAY SANDWICH,1646134,Restaurant,7908 S HALSTED ST,CHICAGO,IL,60620,41.750322387399997,-87.644182406100001,1,1,Canvass Re-Inspection,1,2078.910500000000000,462.105300000000000,546.666699999999990
9078,1453313,"Aramark Educational Services, Inc.","Aramark Educational Services, Inc.",1494996,Restaurant,525 S STATE ST,CHICAGO,IL,60605,41.875179056100002,-87.627473789400000,1,1,Canvass Re-Inspection,1,222.479800000000010,488.531200000000010,546.666699999999990
9079,1459456,SAM'S CHICKEN & RIBS,SAM'S CHICKEN & RIBS,1678633,Restaurant,1102 W GRANVILLE AVE,CHICAGO,IL,60660,41.994684133000000,-87.658477290700006,1,1,Complaint,1,460.335199999999990,395.765300000000020,594.654000000000000
9080,1459458,THE BANANA LEAF,THE BANANA LEAF,1963860,Restaurant,1948 E 79TH ST,CHICAGO,IL,60649,41.751710432700001,-87.576468629000004,1,1,Canvass Re-Inspection,1,341.086400000000030,267.115299999999990,342.918099999999980
9081,1467278,MAS,MAS,2299153,Restaurant,800 W WASHINGTON,CHICAGO,IL,60607,41.883255524799999,-87.647436080099993,1,1,License,1,686.234600000000000,589.979199999999990,358.937400000000030
9082,1459459,ANGIE'S,ANGIE'S,1619627,Restaurant,8352 S PULASKI RD,CHICAGO,IL,60652,41.740568371899997,-87.721773481200003,1,1,Canvass,1,6030.112799999999900,472.051400000000000,220.492099999999990
9083,1459457,PACIUGO LINCOLN SQUARE,PACIUGO LINCOLN SQUARE,2037325,Restaurant,2324 W GIDDINGS ST,CHICAGO,IL,60625,41.967650927100003,-87.687561095199996,1,1,Canvass,1,380.162600000000000,568.916100000000030,968.057300000000050
9084,1372511,TAVERN AT THE PARK,TAVERN AT THE PARK,1800448,Restaurant,130 E RANDOLPH ST,CHICAGO,IL,60601,41.884588372000003,-87.623272561099995,1,1,Canvass Re-Inspection,1,167.675900000000010,712.239100000000010,45.593299999999999
